Date,Open,High,Low,Close,Volume
2024-09-11,248.42,249.17,246.09,247.56,4105557
2024-09-12,247.14,247.8,246.94,247.04,9502227
2024-09-13,248.39,250.72,247.18,249.54,22962250
2024-09-14,253.19,254.4,250.98,252.4,40787801
2024-09-15,246.19,248.79,245.1,247.7,47630344
2024-09-16,241.82,242.61,240.86,242.49,30309015
2024-09-17,240.56,242.6,239.58,241.91,30754996
2024-09-18,239.44,241.45,238.66,240.88,40552540
2024-09-19,241.22,242.31,241.01,242.21,49394686
2024-09-20,244.0,245.29,243.94,244.52,2368930
2024-09-21,242.01,242.25,240.13,240.91,41583032
2024-09-22,239.13,239.57,238.48,238.49,23359763
2024-09-23,236.89,241.43,236.62,238.48,11494159
2024-09-24,247.83,247.87,246.17,247.26,27635737
2024-09-25,242.9,243.03,242.39,242.61,14862293
2024-09-26,244.91,245.46,242.52,243.03,32612914
2024-09-27,243.24,247.18,241.84,244.83,30866145
2024-09-28,246.55,248.31,245.86,247.56,39065401
2024-09-29,251.06,251.08,247.22,247.85,43281388
2024-09-30,248.26,248.77,247.39,247.44,44068407
2024-10-01,248.35,248.64,247.1,248.45,37636137
2024-10-02,249.32,249.54,247.84,248.85,25837014
2024-10-03,249.5,250.44,248.35,249.08,47411910
2024-10-04,252.65,253.35,251.56,251.59,6142503
2024-10-05,247.48,249.04,247.11,248.69,1286171
2024-10-06,246.54,249.68,245.78,248.02,27594886
2024-10-07,250.39,253.15,249.04,251.69,11706186
2024-10-08,252.57,252.72,251.77,251.93,14540197
2024-10-09,249.72,252.75,248.99,251.37,6781076
2024-10-10,249.07,249.32,246.94,248.64,44742092
2024-10-11,249.07,249.72,246.77,247.89,23578820
2024-10-12,249.41,250.49,248.17,248.73,41833793
2024-10-13,248.27,250.69,247.61,249.65,16162435
2024-10-14,254.25,255.68,251.43,252.04,22818556
2024-10-15,254.92,255.34,253.29,253.74,3956157
2024-10-16,258.98,259.41,257.7,258.56,7511312
2024-10-17,257.35,257.48,256.46,256.82,22041760
2024-10-18,263.42,264.98,262.37,263.55,14090157
2024-10-19,267.07,267.87,266.76,267.15,2075293
2024-10-20,271.26,272.85,269.84,269.85,25714744
2024-10-21,263.3,265.8,261.51,264.89,22394592
2024-10-22,269.05,269.64,268.74,268.95,23388878
2024-10-23,261.0,262.51,260.65,261.47,14557529
2024-10-24,264.34,265.55,261.21,261.49,11726240
2024-10-25,248.53,249.51,248.06,249.42,36154936
2024-10-26,249.76,250.13,247.93,248.9,40630713
2024-10-27,249.85,251.46,248.78,250.14,33201478
2024-10-28,251.23,251.92,249.6,250.1,44216259
2024-10-29,247.13,248.65,245.75,248.19,24996600
2024-10-30,249.4,249.73,244.48,247.14,12876001
2024-10-31,237.52,239.42,237.51,239.04,20736158
2024-11-01,238.86,240.52,238.29,239.6,26797202
2024-11-02,237.69,238.25,236.89,237.42,30787329
2024-11-03,241.43,242.29,239.73,239.87,19281006
2024-11-04,244.3,245.32,242.96,245.18,38219187
2024-11-05,251.93,252.05,249.41,250.17,27811420
2024-11-06,247.69,248.25,245.92,246.1,8103341
2024-11-07,244.12,244.42,242.24,243.38,26815320
2024-11-08,241.64,245.36,240.97,243.51,24226641
2024-11-09,248.64,249.58,244.8,246.41,16310210
2024-11-10,242.75,245.37,241.81,244.81,35214408
2024-11-11,242.51,244.47,242.07,244.11,9828276
2024-11-12,243.77,244.69,243.33,244.38,16081379
2024-11-13,245.98,246.51,242.6,243.13,30309933
2024-11-14,241.63,244.48,241.44,242.86,25437354
2024-11-15,241.55,242.85,240.99,242.44,49098939
2024-11-16,243.05,245.12,241.66,241.94,18329892
2024-11-17,243.0,244.33,240.85,241.44,29637932
2024-11-18,241.47,243.99,240.68,242.51,31676157
2024-11-19,240.33,240.52,240.11,240.19,40831530
2024-11-20,231.11,233.97,230.93,232.49,32027308
2024-11-21,227.27,233.04,226.6,230.91,11872832
2024-11-22,233.27,233.95,232.65,233.73,39533277
2024-11-23,234.28,234.51,232.71,233.32,15827272
2024-11-24,232.93,233.01,229.1,229.33,14952809
2024-11-25,231.64,231.76,229.85,230.09,3594499
2024-11-26,231.25,233.33,231.02,232.93,32800278
2024-11-27,229.45,229.7,226.34,227.58,41978047
2024-11-28,224.37,225.41,222.62,222.63,28685716
2024-11-29,217.83,219.65,217.55,219.23,45907646
2024-11-30,214.85,215.87,213.86,215.64,28310999
2024-12-01,221.18,222.45,220.91,221.55,20907665
2024-12-02,217.34,219.03,217.21,218.11,45788566
2024-12-03,221.33,221.87,220.87,221.02,20615656
2024-12-04,223.81,224.14,223.33,223.54,26116482
2024-12-05,226.17,226.28,224.71,225.93,18654641
2024-12-06,227.3,227.65,226.33,227.06,22126564
2024-12-07,223.94,225.03,223.92,224.69,37082890
2024-12-08,223.12,223.43,222.95,223.09,36769311
2024-12-09,216.18,220.53,216.14,219.46,11454930
2024-12-10,215.56,216.96,213.89,216.59,28821383
2024-12-11,214.66,216.65,212.87,213.19,32940515
2024-12-12,215.74,216.1,212.43,213.22,45366877
2024-12-13,214.12,214.67,210.83,211.29,42724976
2024-12-14,212.55,214.16,210.8,212.76,20022128
2024-12-15,215.11,217.88,214.43,216.61,36183594
2024-12-16,222.15,225.55,221.81,224.61,10289891
2024-12-17,224.42,224.8,223.76,224.29,40282903
2024-12-18,221.42,222.56,219.25,219.37,6911242
2024-12-19,222.97,224.64,221.94,223.92,21097829
2024-12-20,224.78,225.99,222.21,223.53,6006159
2024-12-21,225.46,227.04,224.03,226.15,2672203
2024-12-22,223.37,223.73,221.14,222.38,34863460
2024-12-23,219.47,221.14,217.51,220.82,7228640
2024-12-24,224.27,225.1,221.27,221.46,8620135
2024-12-25,217.62,219.49,216.79,218.62,24659634
2024-12-26,223.25,224.6,221.46,222.78,27345136
2024-12-27,230.39,230.49,228.08,228.14,19826854
2024-12-28,230.39,231.01,228.01,229.32,21834437
2024-12-29,227.04,228.07,225.98,227.66,48883938
2024-12-30,224.81,225.6,224.13,225.48,3166896
2024-12-31,224.39,226.32,224.17,224.56,45948842
2025-01-01,224.39,224.42,221.38,223.45,34324268
2025-01-02,221.06,221.87,220.9,221.29,10768841
2025-01-03,221.33,223.75,220.32,223.52,39928292
2025-01-04,222.53,223.51,220.92,220.94,40872730
2025-01-05,220.47,221.97,219.5,220.82,48339943
2025-01-06,225.79,227.7,225.3,225.8,32339745
2025-01-07,225.15,225.85,222.64,223.11,37833071
2025-01-08,223.11,223.78,222.76,223.24,23270267
2025-01-09,221.28,222.09,220.37,221.58,25029592
2025-01-10,220.62,223.32,218.31,222.76,8098802
2025-01-11,220.23,222.04,219.09,221.13,30175426
2025-01-12,213.04,215.76,212.97,215.24,34378590
2025-01-13,213.15,213.19,211.15,213.17,44249560
2025-01-14,210.06,211.22,209.36,210.62,11073072
2025-01-15,213.15,214.34,212.76,213.57,12734569
2025-01-16,214.42,214.45,210.44,212.97,7159212
2025-01-17,212.75,213.12,211.67,213.07,19933230
2025-01-18,212.52,214.52,211.96,213.22,38874002
2025-01-19,212.98,214.67,212.82,213.11,15952667
2025-01-20,209.93,211.4,207.47,209.18,48202734
2025-01-21,203.19,204.83,202.12,204.54,16404771
2025-01-22,198.79,200.98,198.14,200.11,7744353
2025-01-23,197.42,197.87,195.6,197.01,48099321
2025-01-24,193.04,193.48,191.68,192.02,40571795
2025-01-25,191.7,192.65,191.5,192.64,32035377
2025-01-26,202.74,204.36,200.26,201.01,33618090
2025-01-27,198.45,200.17,196.89,199.76,12320835
2025-01-28,193.46,193.72,189.38,190.91,12508890
2025-01-29,190.63,191.54,190.05,191.09,26640005
2025-01-30,187.52,188.75,185.54,187.08,30686491
2025-01-31,189.7,191.01,187.64,189.59,42715379
2025-02-01,190.0,190.32,189.69,189.86,35880367
2025-02-02,185.83,187.56,183.16,185.54,3922710
2025-02-03,188.83,190.36,187.91,187.98,13603775
2025-02-04,188.32,188.77,186.85,187.44,12313284
2025-02-05,188.37,189.16,186.82,187.1,26825601
2025-02-06,183.63,186.48,182.18,185.53,13167662
2025-02-07,194.01,194.48,193.32,194.33,22363995
2025-02-08,193.15,195.31,192.17,194.2,20311866
2025-02-09,195.19,195.29,194.47,194.59,25365881
2025-02-10,197.18,197.24,194.77,194.91,20883693
2025-02-11,192.67,193.6,191.79,192.05,30881202
2025-02-12,193.06,193.23,191.46,191.97,8863485
2025-02-13,190.54,192.55,188.49,191.81,20592193
2025-02-14,197.41,199.02,196.88,197.6,22940574
2025-02-15,194.4,195.62,194.38,194.63,41612436
2025-02-16,196.8,199.23,196.28,199.14,20153367
2025-02-17,198.57,198.93,196.41,197.44,49163311
2025-02-18,192.79,194.76,192.36,194.14,46729893
2025-02-19,195.25,197.15,195.13,196.07,45200370
2025-02-20,196.98,197.61,196.04,196.37,39641515
2025-02-21,197.77,198.21,196.51,197.27,20343819
2025-02-22,198.81,199.33,197.79,198.94,43384020
2025-02-23,198.21,199.72,197.27,197.9,13244735
2025-02-24,199.31,200.45,198.58,199.58,22580043
2025-02-25,200.46,204.07,199.28,201.74,39994375
2025-02-26,202.47,204.8,201.28,204.42,47093219
2025-02-27,201.18,203.59,200.56,203.27,25434563
2025-02-28,200.96,202.68,198.96,202.28,48818969
2025-03-01,198.18,199.16,197.28,197.82,45348379
2025-03-02,193.4,194.42,192.14,193.87,1182495
2025-03-03,196.03,197.44,195.26,195.4,14392518
2025-03-04,196.05,197.89,195.86,196.02,28812532
2025-03-05,195.48,196.03,193.15,194.59,21665390
2025-03-06,195.22,195.71,192.89,193.74,30586472
2025-03-07,192.01,193.79,191.79,193.67,6748887
2025-03-08,198.86,199.93,197.91,198.58,9704776
2025-03-09,201.42,203.67,200.25,201.38,23938197
2025-03-10,204.05,204.68,200.55,202.25,28075932
2025-03-11,200.71,201.28,198.43,199.57,43373712
2025-03-12,198.88,199.77,197.26,198.91,11819232
2025-03-13,205.96,206.25,203.35,204.08,21742856
2025-03-14,209.53,210.73,209.23,209.77,12827883
2025-03-15,212.35,214.79,211.48,213.38,26230936
2025-03-16,217.97,219.92,214.48,217.41,10359634
2025-03-17,221.03,222.07,218.1,219.04,49546470
2025-03-18,214.59,215.16,214.12,214.5,30540929
2025-03-19,219.19,219.99,214.85,216.42,29277186
2025-03-20,214.82,216.29,212.78,213.0,4002821
2025-03-21,209.47,210.61,208.38,209.48,12064578
2025-03-22,211.08,211.76,209.2,211.41,5563424
2025-03-23,211.91,214.99,210.08,213.81,38362487
2025-03-24,215.84,218.93,215.43,218.03,24458223
2025-03-25,218.63,220.39,218.29,219.35,35419830
2025-03-26,224.33,224.76,222.6,222.68,7835670
2025-03-27,219.5,220.77,217.11,220.43,33565261
2025-03-28,215.58,217.13,214.36,215.16,41098884
2025-03-29,216.95,217.2,215.41,216.66,39410855
2025-03-30,216.56,218.0,214.22,215.3,4022622
2025-03-31,208.12,210.12,208.02,208.95,12304326
2025-04-01,205.33,206.67,203.18,205.1,10211144
2025-04-02,209.49,211.16,209.14,209.89,9647821
2025-04-03,212.15,213.89,209.7,211.13,27029043
2025-04-04,210.21,212.33,209.09,210.75,25484593
2025-04-05,213.12,214.22,211.06,212.18,18553350
2025-04-06,215.98,217.12,214.35,214.73,17900295
2025-04-07,213.98,214.95,211.11,211.7,8545426
2025-04-08,209.76,210.53,209.51,209.88,7473072
2025-04-09,205.52,206.49,203.75,205.42,31068214
2025-04-10,203.15,204.99,202.1,204.75,2930829
2025-04-11,198.23,200.66,198.01,200.03,11028593
2025-04-12,202.33,203.23,200.56,201.38,34472379
2025-04-13,205.68,206.42,204.81,205.1,20028486
2025-04-14,206.33,207.39,204.14,204.59,13731387
2025-04-15,203.06,203.8,201.7,201.89,34767500
2025-04-16,200.62,201.28,200.57,201.24,32401647
2025-04-17,203.68,204.94,201.85,202.67,39593492
2025-04-18,199.55,202.65,199.28,201.5,49802892
2025-04-19,200.06,201.21,197.58,199.84,48218889
2025-04-20,197.19,200.36,195.62,199.08,42104182
2025-04-21,203.11,204.42,200.07,201.38,43117850
2025-04-22,201.97,201.99,198.43,199.91,25231270
2025-04-23,195.52,197.98,193.8,197.33,5636443
2025-04-24,189.0,192.09,188.47,191.67,42104023
2025-04-25,198.18,198.29,197.22,197.71,34468893
2025-04-26,198.88,201.45,198.19,200.69,11635447
2025-04-27,208.66,210.06,207.69,207.85,45865409
2025-04-28,210.02,212.03,210.01,210.84,20815220
2025-04-29,215.48,216.02,212.79,212.81,25149092
2025-04-30,215.74,215.78,209.82,211.63,44000869
2025-05-01,213.54,214.42,213.23,213.79,3999884
2025-05-02,213.15,213.59,211.93,212.47,35567011
2025-05-03,211.94,214.95,211.46,214.8,17341594
2025-05-04,215.82,216.43,214.87,216.2,38936398
2025-05-05,214.02,216.09,213.81,215.6,29041796
2025-05-06,224.96,225.83,221.26,223.17,22919808
2025-05-07,222.3,222.4,219.94,220.81,21283236
2025-05-08,226.03,226.58,222.94,223.7,37871084
2025-05-09,224.21,224.46,221.69,222.44,35038549
2025-05-10,220.09,222.44,218.45,219.03,39947130
2025-05-11,216.77,217.92,216.23,217.38,16155925
2025-05-12,216.02,217.18,215.5,215.62,7291301
2025-05-13,216.21,217.91,215.89,217.79,9272628
2025-05-14,218.82,220.74,218.81,220.62,36149405
2025-05-15,222.2,223.34,222.16,222.9,5369105
2025-05-16,219.44,221.08,218.63,220.44,13057645
2025-05-17,218.78,220.31,218.54,219.01,29415586
2025-05-18,210.29,213.6,209.98,212.88,31684295
2025-05-19,213.73,216.37,213.5,215.95,16207153
2025-05-20,221.28,221.95,217.84,218.65,5295549
2025-05-21,215.84,218.07,215.83,217.52,36668494
2025-05-22,219.32,220.11,217.5,217.82,43769916
2025-05-23,211.73,212.3,210.91,211.71,46173571
2025-05-24,204.52,207.63,203.01,207.5,30549904
2025-05-25,207.31,209.85,206.11,209.04,3551087
2025-05-26,205.92,207.64,205.68,205.69,9129514
2025-05-27,203.57,203.98,203.48,203.82,48187896
2025-05-28,202.95,206.88,202.34,204.89,14915171
2025-05-29,205.04,205.1,204.27,204.61,49613438
2025-05-30,204.7,207.45,204.69,206.27,9919228
2025-05-31,208.56,210.7,207.8,209.1,16336723
2025-06-01,213.94,214.73,211.38,212.89,43944826
2025-06-02,212.32,215.28,212.21,213.97,19458578
2025-06-03,220.19,220.54,215.49,217.6,44264228
2025-06-04,218.71,218.72,217.04,217.89,33409778
2025-06-05,214.67,215.97,214.49,215.35,45623144
2025-06-06,218.03,218.34,217.28,217.31,25168996
2025-06-07,219.46,220.35,218.07,220.05,21652880
2025-06-08,224.02,224.6,223.31,224.27,41968529
2025-06-09,217.1,218.24,216.48,217.96,20617751
2025-06-10,217.23,218.17,214.51,215.76,1640458
2025-06-11,211.96,212.54,210.32,212.14,34737044
2025-06-12,215.01,216.18,213.76,214.87,33776260
2025-06-13,212.33,213.27,211.16,211.28,36500166
2025-06-14,205.6,207.88,204.02,206.27,44820746
2025-06-15,207.51,207.73,206.83,206.87,23817716
2025-06-16,211.43,214.43,210.09,213.02,37212430
2025-06-17,216.05,216.85,213.71,216.44,11131347
2025-06-18,210.62,212.18,210.62,210.84,32780237
2025-06-19,208.93,211.5,207.86,211.33,34953175
2025-06-20,213.82,214.57,212.5,213.34,34967953
2025-06-21,213.17,213.31,211.99,212.51,25116889
2025-06-22,213.35,213.61,213.2,213.46,12496658
2025-06-23,220.47,221.52,216.17,219.41,22362146
2025-06-24,219.66,220.49,218.52,220.29,35386322
2025-06-25,216.93,218.19,216.81,217.49,40646881
2025-06-26,219.16,219.94,219.13,219.51,32201192
2025-06-27,221.29,221.46,220.16,220.45,36817290
2025-06-28,219.15,220.53,217.94,220.11,3746877
2025-06-29,215.28,217.27,215.04,216.36,48398561
2025-06-30,214.81,214.94,212.27,213.87,44948669
2025-07-01,218.8,220.44,216.89,218.58,48077715
2025-07-02,218.68,219.45,216.74,217.21,16168215
2025-07-03,219.31,220.45,217.76,218.1,19347149
2025-07-04,211.4,215.71,210.55,214.87,20196682
2025-07-05,213.6,214.44,212.68,213.75,33336201
2025-07-06,217.03,217.62,215.32,215.71,26309381
2025-07-07,215.42,215.87,214.49,215.52,15486299
2025-07-08,214.09,216.07,213.31,213.33,43880057
2025-07-09,212.61,212.75,210.65,211.2,16775341
2025-07-10,205.27,206.01,203.21,205.63,28804044
2025-07-11,203.8,205.53,202.17,204.61,49473604
2025-07-12,206.85,207.36,203.33,204.01,14371467
2025-07-13,201.44,202.99,200.76,201.75,41396545
2025-07-14,200.57,202.17,197.01,198.04,40187001
2025-07-15,202.48,203.62,201.26,203.29,21931172
2025-07-16,202.92,205.53,201.08,204.67,26848726
2025-07-17,202.44,203.16,201.22,202.64,36949350
2025-07-18,202.68,203.43,202.02,202.44,49925215
2025-07-19,204.21,205.48,201.25,202.05,40382517
2025-07-20,204.47,206.41,204.11,204.5,42451568
2025-07-21,204.38,205.74,202.12,205.33,10630850
2025-07-22,202.56,203.01,201.95,202.62,9672536
2025-07-23,199.85,202.35,198.73,201.31,35332690
2025-07-24,203.02,205.62,200.51,200.71,35342387
2025-07-25,201.12,202.64,199.78,201.52,25654466
2025-07-26,205.52,206.7,204.55,205.66,1721956
2025-07-27,204.71,206.09,203.67,204.62,16079459
2025-07-28,203.72,205.46,202.61,203.19,2754334
2025-07-29,204.81,208.47,204.6,206.74,36626768
2025-07-30,209.58,211.82,208.22,209.01,45153111
2025-07-31,207.15,208.63,206.2,207.49,5343940
2025-08-01,204.75,206.12,203.31,203.41,30182810
2025-08-02,201.63,201.82,200.98,201.68,30481385
2025-08-03,202.85,203.42,202.13,202.36,10935219
2025-08-04,208.57,209.31,208.22,208.44,26284391
2025-08-05,205.82,206.49,205.14,206.39,49377280
2025-08-06,204.95,205.68,202.22,204.01,33858443
2025-08-07,206.81,207.81,205.01,205.7,16418903
2025-08-08,208.84,209.87,205.57,206.79,32358915
2025-08-09,203.84,206.49,203.55,204.8,39626409
2025-08-10,204.59,204.7,203.21,203.24,37294886
2025-08-11,203.3,204.84,202.03,203.65,35120120
2025-08-12,207.12,209.89,206.85,208.39,29617065
2025-08-13,205.34,205.46,202.78,203.47,12818867
2025-08-14,201.95,203.47,201.41,202.75,26471791
2025-08-15,201.92,204.98,200.94,203.14,10906347
2025-08-16,204.93,206.76,204.73,206.31,33581071
2025-08-17,205.15,206.59,204.43,206.08,34022984
2025-08-18,211.43,211.96,209.16,209.89,18708672
2025-08-19,210.13,212.68,208.77,210.06,21198354
2025-08-20,217.24,218.98,213.53,215.4,39184150
2025-08-21,209.73,211.78,207.82,211.34,12766882
2025-08-22,210.18,211.22,210.12,210.74,44554754
2025-08-23,210.27,210.89,208.39,209.02,7011137
2025-08-24,210.13,212.0,208.9,209.48,19109170
2025-08-25,208.29,209.93,208.06,208.06,21502960
2025-08-26,211.26,211.45,210.79,211.17,46729413
2025-08-27,211.89,212.61,211.35,211.86,14925898
2025-08-28,210.0,211.4,208.46,209.15,34341391
2025-08-29,211.83,212.71,208.06,209.15,20471258
2025-08-30,215.16,216.9,211.45,211.97,20229418
2025-08-31,214.48,216.45,212.83,213.94,31608097
2025-09-01,216.28,217.53,215.31,216.13,27961990
2025-09-02,218.24,219.22,217.29,217.29,2650028
2025-09-03,216.36,218.23,213.25,215.21,48839274
2025-09-04,215.25,216.18,212.66,213.2,17167678
2025-09-05,212.08,212.59,209.7,209.85,26159681
2025-09-06,206.95,208.38,206.26,207.05,47237701
2025-09-07,204.77,206.5,203.7,206.17,13186446
2025-09-08,210.41,212.14,209.47,209.53,3184100
2025-09-09,204.75,205.45,203.55,204.47,6428426
2025-09-10,199.17,200.77,198.41,200.41,48546157
2025-09-11,199.33,202.81,198.86,201.01,47096342
2025-09-12,207.18,207.29,204.41,204.44,35289976
2025-09-13,203.28,204.63,202.16,203.75,44055819
2025-09-14,201.98,203.18,198.85,200.07,31657058
2025-09-15,190.86,191.51,190.76,191.41,22386080
2025-09-16,194.35,195.54,192.72,193.18,36889058
2025-09-17,192.09,194.18,190.61,193.19,19290026
2025-09-18,192.87,194.96,192.85,194.46,33111898
2025-09-19,194.52,194.8,193.16,193.35,22815811
2025-09-20,193.94,194.88,192.98,193.72,40248007
2025-09-21,195.68,197.84,194.81,197.08,47835567
2025-09-22,197.46,198.51,196.74,198.42,45376264
2025-09-23,200.92,201.0,198.94,199.79,17769567
2025-09-24,197.71,199.87,197.11,199.12,5709732
2025-09-25,199.62,201.24,197.79,200.27,12308727
2025-09-26,203.72,204.84,202.18,203.33,4363634
2025-09-27,202.13,203.21,201.35,202.14,36620795
2025-09-28,196.93,197.26,195.97,196.39,4204412
2025-09-29,195.98,198.34,195.2,197.59,20089818
2025-09-30,196.7,198.59,194.52,198.17,11971217
2025-10-01,194.39,195.02,193.49,193.68,43915175
2025-10-02,198.26,199.56,196.28,197.27,8260567
2025-10-03,198.86,199.3,196.15,196.88,2754226
2025-10-04,189.55,191.42,188.49,190.13,35517817
2025-10-05,185.92,186.79,185.12,186.14,20185908
2025-10-06,184.71,185.18,184.42,185.18,27946099
2025-10-07,184.0,188.77,183.5,187.74,28024225
2025-10-08,186.72,187.9,185.63,186.98,10600289
2025-10-09,185.59,187.88,185.0,186.88,44186635
2025-10-10,188.85,189.03,187.75,188.58,24272672
2025-10-11,191.11,193.17,189.59,190.67,49266242
2025-10-12,193.19,194.24,192.13,193.0,34205067
2025-10-13,188.99,189.61,186.41,188.55,39100744
2025-10-14,193.3,194.5,191.52,193.15,2450141
2025-10-15,189.74,191.32,187.86,188.72,39106907
2025-10-16,189.36,192.17,187.97,190.19,11936358
2025-10-17,188.88,190.12,188.33,189.5,4151850
2025-10-18,190.0,190.65,189.94,190.26,27515018
2025-10-19,182.54,182.59,181.13,182.28,40930695
2025-10-20,182.54,182.73,179.56,180.23,46522361
2025-10-21,176.18,179.69,175.71,177.79,15460692
2025-10-22,170.88,172.76,170.34,171.87,36927354
2025-10-23,173.24,173.53,171.4,171.51,6542638
2025-10-24,169.88,172.69,169.66,171.46,47786142
2025-10-25,167.33,170.51,166.26,168.74,11880549
2025-10-26,168.52,168.92,167.15,168.47,33723256
2025-10-27,167.43,167.75,167.08,167.46,17018484
2025-10-28,161.48,162.25,159.89,160.38,46596900
2025-10-29,156.34,157.78,154.36,155.97,47767768
2025-10-30,157.87,158.33,155.92,156.54,39775489
2025-10-31,155.64,156.19,154.54,154.78,38490160
2025-11-01,158.96,160.5,157.15,157.71,5779805
2025-11-02,159.07,163.1,158.79,160.85,41549395
2025-11-03,161.11,161.79,159.39,159.77,48742365
2025-11-04,161.25,162.41,156.97,159.02,4621274
2025-11-05,158.93,160.86,156.17,158.1,23499391
2025-11-06,159.84,160.39,158.23,159.5,40377684
2025-11-07,156.5,156.51,154.6,156.31,24215501
2025-11-08,155.36,155.9,155.21,155.64,33428869
2025-11-09,152.86,153.18,152.12,152.98,18469212
2025-11-10,153.05,155.75,152.9,155.31,27269757
2025-11-11,158.35,158.46,156.53,156.66,42387065
2025-11-12,151.59,153.13,149.69,151.67,35953630
2025-11-13,148.86,149.4,147.25,147.48,34385897
2025-11-14,144.57,147.48,143.53,145.87,14335904
2025-11-15,146.53,147.08,145.51,146.1,10272708
2025-11-16,147.43,148.38,146.9,147.15,5136313
2025-11-17,148.29,149.73,147.58,148.74,21736714
2025-11-18,145.75,146.49,145.55,146.05,3202020
2025-11-19,146.43,149.51,145.53,148.28,23180526
2025-11-20,147.73,149.8,147.48,149.76,39438052
2025-11-21,152.06,152.15,149.22,150.42,17353980
2025-11-22,149.58,151.18,148.95,149.82,23543708
2025-11-23,152.87,154.07,151.15,151.55,24243731
2025-11-24,149.61,151.15,149.23,149.65,32085740
2025-11-25,147.06,147.17,145.47,146.54,26209532
2025-11-26,151.31,151.33,147.79,148.22,29279193
2025-11-27,143.68,146.21,143.39,143.42,1478510
2025-11-28,147.6,148.21,146.57,146.58,31878935
2025-11-29,150.61,151.16,149.31,149.96,30521179
2025-11-30,156.46,157.35,154.44,155.76,29258338
2025-12-01,156.44,157.63,155.43,157.37,33370364
2025-12-02,157.45,159.0,157.2,158.63,30377983
2025-12-03,158.65,158.73,158.32,158.67,49611722
2025-12-04,159.9,160.22,158.15,159.21,5647672
2025-12-05,157.33,157.9,156.45,157.68,47532223
2025-12-06,161.05,162.0,159.45,160.94,25949201
2025-12-07,165.93,166.52,165.7,166.22,5808399
2025-12-08,165.91,166.81,164.08,164.84,46268880
2025-12-09,165.0,166.45,164.27,165.97,5924980
2025-12-10,164.12,165.45,163.66,164.53,40229034
2025-12-11,160.61,161.77,158.53,160.3,25136871
2025-12-12,157.09,158.07,156.21,157.47,42594848
2025-12-13,153.03,153.2,152.47,152.73,48341485
2025-12-14,156.21,156.82,153.92,155.0,11357602
2025-12-15,152.06,153.54,150.06,152.38,47981034
2025-12-16,152.72,152.73,152.25,152.49,1709611
2025-12-17,154.27,154.62,153.62,153.86,45568055
2025-12-18,153.56,154.89,153.34,154.15,21693226
2025-12-19,150.52,153.44,150.15,152.55,10598827
2025-12-20,149.82,151.73,148.71,151.17,37762203
2025-12-21,150.01,154.44,149.84,152.71,16819240
2025-12-22,157.21,157.48,155.9,156.55,37208879
2025-12-23,159.09,160.17,158.69,158.74,35760657
2025-12-24,157.62,158.56,155.4,156.64,30511793
2025-12-25,154.34,154.74,153.32,153.82,11817702
2025-12-26,157.12,158.14,156.64,157.2,38867398
2025-12-27,155.21,155.74,151.87,153.21,23181953
2025-12-28,151.78,153.96,150.22,152.51,48589224
2025-12-29,150.2,152.07,148.18,151.27,29886145
2025-12-30,150.79,154.48,150.43,153.95,33376740
2025-12-31,155.5,157.21,153.88,156.13,23727244
2026-01-01,148.49,150.5,148.1,149.71,17020426
