Date,Open,High,Low,Close,Volume
2024-10-28,51213.02,51505.85,50974.23,51343.56,24407150
2024-10-29,50857.43,51202.37,50837.64,50992.44,40137795
2024-10-30,50054.24,50299.0,50017.8,50046.54,8572078
2024-10-31,50261.0,50655.89,49976.46,50451.18,22217344
2024-11-01,50457.05,50661.17,50412.3,50583.15,42978991
2024-11-02,49587.21,49703.96,49374.73,49605.76,2494150
2024-11-03,49307.64,49587.06,48948.42,49002.33,32790399
2024-11-04,48712.07,49081.83,48364.95,48843.23,27174139
2024-11-05,49195.26,49520.28,49008.8,49246.45,14056414
2024-11-06,49796.36,50136.79,49712.0,49931.17,28089331
2024-11-07,50080.18,50299.55,49845.19,50167.22,35467829
2024-11-08,50483.86,50554.63,50133.66,50412.52,4104265
2024-11-09,50076.14,50446.55,49956.84,49962.5,29823243
2024-11-10,50504.84,50529.43,49837.31,50143.1,5344170
2024-11-11,50544.79,50825.22,50127.99,50216.51,8263109
2024-11-12,49852.53,49915.91,49765.54,49886.01,37905797
2024-11-13,49496.34,49496.76,49225.68,49405.32,20656719
2024-11-14,49034.36,49317.25,48990.92,49161.47,44929532
2024-11-15,49187.21,49210.62,48975.62,49100.95,32934750
2024-11-16,49354.95,49699.11,49110.01,49634.31,19462571
2024-11-17,49810.75,50064.21,49749.42,49843.53,34290670
2024-11-18,49318.74,49477.17,49072.32,49406.35,34979518
2024-11-19,49334.45,49524.31,49297.57,49460.04,45603805
2024-11-20,49554.0,50031.5,49474.34,49792.2,28717631
2024-11-21,48924.59,49294.39,48711.17,49171.93,29006944
2024-11-22,48650.79,49131.91,48525.18,48811.97,24333749
2024-11-23,50228.8,50276.84,50209.11,50226.58,47420159
2024-11-24,50024.9,50391.29,49583.54,50388.6,39583725
2024-11-25,50133.67,50636.54,49924.95,50515.55,21937411
2024-11-26,50191.28,50325.93,49991.55,50100.91,10641353
2024-11-27,49452.73,49729.46,49295.35,49483.99,42161398
2024-11-28,49511.32,49907.62,49366.13,49785.93,4827554
2024-11-29,48566.13,49129.22,48506.53,48796.52,27830821
2024-11-30,48349.68,48517.07,48337.04,48435.12,45308244
2024-12-01,48657.75,48737.72,48439.17,48533.23,10719204
2024-12-02,48344.61,48545.55,48094.39,48210.56,45542616
2024-12-03,48109.86,48242.36,47913.11,48142.61,2760742
2024-12-04,48472.95,48805.97,48034.67,48310.78,15578043
2024-12-05,47705.92,47787.44,47167.54,47570.87,32427661
2024-12-06,47202.06,47276.51,46893.06,47230.35,37771981
2024-12-07,47017.45,47214.08,46862.55,47046.76,42699988
2024-12-08,46823.08,46975.77,46734.02,46935.52,4734350
2024-12-09,46328.02,46656.23,46209.86,46469.44,15026493
2024-12-10,46897.76,47005.04,46558.69,46636.68,23409891
2024-12-11,45846.08,46403.13,45609.08,46096.89,22649724
2024-12-12,45444.48,45923.51,45311.7,45702.21,48773276
2024-12-13,46489.71,46553.23,46489.13,46504.42,30946147
2024-12-14,46032.35,46133.53,45754.6,46066.27,46825177
2024-12-15,46357.85,46464.65,46003.77,46306.46,37011142
2024-12-16,46682.86,46685.62,46440.49,46475.28,44295526
2024-12-17,47158.54,47411.53,47086.11,47129.39,30625873
2024-12-18,46569.78,47188.01,46283.12,46995.39,20340656
2024-12-19,47065.84,47228.95,46952.79,47125.88,3649913
2024-12-20,47778.42,47816.72,47432.13,47581.43,27803109
2024-12-21,47391.23,48143.63,47318.06,47861.99,16175713
2024-12-22,47681.43,47905.38,47091.53,47113.62,5403159
2024-12-23,46995.72,47052.85,46831.78,46897.73,36243547
2024-12-24,47693.99,47826.7,47503.14,47658.77,43458493
2024-12-25,47249.38,47570.13,47218.79,47370.6,38172895
2024-12-26,47172.7,47442.21,46973.17,47412.98,18728480
2024-12-27,47637.93,47860.47,47512.44,47603.62,24135890
2024-12-28,46690.6,46736.41,46257.32,46438.57,14616320
2024-12-29,46510.95,46878.3,46180.11,46801.57,4726389
2024-12-30,46607.29,46672.2,46206.44,46435.84,20975885
2024-12-31,46560.18,46662.69,46192.52,46252.16,26423767
2025-01-01,46340.81,46414.79,45961.55,46042.46,43803232
2025-01-02,46627.08,46841.55,46130.4,46424.92,31227198
2025-01-03,46351.87,46704.5,46302.78,46653.43,18658172
2025-01-04,46755.69,47053.87,46698.8,46972.26,1876464
2025-01-05,46871.7,47159.72,46748.53,46984.48,12317116
2025-01-06,46826.98,47016.83,46800.56,46946.54,18770502
2025-01-07,46760.57,47001.58,46676.47,46948.19,30987504
2025-01-08,46160.57,46235.21,46150.78,46222.48,23094696
2025-01-09,46767.66,46878.5,46672.36,46857.83,35103105
2025-01-10,46386.9,46838.25,46246.68,46740.1,45923874
2025-01-11,46289.13,46583.87,46126.66,46448.38,48808496
2025-01-12,46916.28,47093.09,46418.92,46420.84,8061346
2025-01-13,46140.76,46396.1,46131.57,46279.21,18957367
2025-01-14,46761.54,46838.29,46648.35,46818.01,22552330
2025-01-15,47098.03,47137.65,46676.62,46940.02,7893789
2025-01-16,48241.62,48506.5,47984.84,48020.4,4270678
2025-01-17,47104.59,47140.74,46951.56,47016.79,9886536
2025-01-18,46937.43,47068.17,46728.44,46788.58,5015116
2025-01-19,47148.65,47298.08,46441.54,46685.63,12184284
2025-01-20,46675.96,46865.54,46237.9,46456.14,9272833
2025-01-21,45286.39,46090.18,45108.03,46048.93,46915316
2025-01-22,46217.79,46377.19,45846.0,46039.52,48840507
2025-01-23,46793.33,46859.05,46692.9,46796.83,48116300
2025-01-24,47017.63,47142.57,46726.85,46762.47,39492190
2025-01-25,46526.16,46643.74,46307.5,46458.84,34394096
2025-01-26,47322.76,47342.07,47238.77,47311.36,27240962
2025-01-27,46321.7,46895.84,46217.87,46615.69,27423242
2025-01-28,46659.56,46750.83,46608.23,46729.15,33946546
2025-01-29,46698.32,46832.35,46286.77,46374.61,21290813
2025-01-30,46055.06,46231.37,45862.92,46010.6,1280506
2025-01-31,46406.96,46555.85,46114.22,46244.42,7850114
2025-02-01,45736.72,46226.55,45588.02,45972.91,16288211
2025-02-02,46248.58,46478.43,46147.58,46266.37,14354456
2025-02-03,46397.57,46417.23,46031.53,46146.05,32405931
2025-02-04,46007.49,46180.51,45697.3,45876.06,41851250
2025-02-05,45575.79,45618.34,45251.04,45255.06,45309199
2025-02-06,46184.07,46973.55,46042.2,46730.56,41033427
2025-02-07,46766.56,46872.31,46701.26,46757.88,47997241
2025-02-08,46610.99,46991.47,46479.24,46902.49,18470259
2025-02-09,45998.59,46174.88,45451.27,45767.07,30494974
2025-02-10,46509.94,46947.54,46332.08,46386.31,9333945
2025-02-11,47502.61,47542.53,47189.15,47317.46,42565254
2025-02-12,47815.0,47908.34,47731.62,47823.8,30849074
2025-02-13,48196.74,48340.89,47958.22,48094.39,5038850
2025-02-14,47692.1,47920.86,47638.59,47860.85,17070489
2025-02-15,48191.91,48479.85,47947.65,48317.1,32019413
2025-02-16,47844.82,48311.24,47666.22,47726.18,16705678
2025-02-17,47489.06,47964.33,47391.64,47740.64,28618715
2025-02-18,48047.3,48179.45,47857.05,47934.58,39595575
2025-02-19,47970.75,48050.88,47719.07,47771.96,9914501
2025-02-20,48347.87,48391.43,47671.93,47817.52,17814065
2025-02-21,48312.09,48342.38,48126.02,48150.12,26816636
2025-02-22,48710.62,48919.63,48702.6,48914.86,37993334
2025-02-23,49131.41,49748.34,49059.04,49326.12,14758967
2025-02-24,49749.29,49941.04,49738.87,49804.36,43601066
2025-02-25,50269.5,50446.64,49893.36,50391.57,24304067
2025-02-26,50882.83,50915.04,50759.57,50910.89,26043340
2025-02-27,50863.82,50879.05,50711.54,50733.07,36834390
2025-02-28,50734.63,50746.25,50409.53,50565.5,8234557
2025-03-01,49916.82,50021.86,49722.23,49806.25,35181981
2025-03-02,49883.64,49904.42,49704.11,49798.65,37689220
2025-03-03,48672.16,48781.96,48209.26,48318.43,21406626
2025-03-04,47761.97,47795.91,47601.65,47709.45,28369237
2025-03-05,47091.81,47354.93,46979.05,47262.73,20806293
2025-03-06,47502.39,47992.99,47297.21,47889.94,18887195
2025-03-07,48525.49,48525.87,48305.23,48340.95,48714521
2025-03-08,48952.14,49111.51,48855.87,48910.41,22324729
2025-03-09,49072.51,49323.76,48841.77,48885.94,23903260
2025-03-10,48319.12,48428.21,48193.88,48305.22,31252647
2025-03-11,48910.86,48932.06,48796.89,48894.27,3595914
2025-03-12,49196.67,49346.57,49079.34,49099.91,44716418
2025-03-13,48962.39,49291.95,48847.19,49053.75,15728545
2025-03-14,49618.62,49706.45,49134.49,49269.72,40096317
2025-03-15,50412.51,50478.85,49991.28,50110.83,11086486
2025-03-16,49965.3,50452.64,49876.31,50378.87,38096372
2025-03-17,50554.29,50752.35,50173.81,50297.6,47297586
2025-03-18,50380.82,50521.86,50272.69,50461.19,20202647
2025-03-19,51723.4,52142.32,51679.67,51702.79,6075217
2025-03-20,51697.86,51930.7,51429.54,51452.25,43456947
2025-03-21,50876.0,50901.27,50692.83,50780.52,7658922
2025-03-22,50697.77,51222.39,50632.75,50951.91,18391892
2025-03-23,50605.12,50918.45,50490.14,50726.03,38154469
2025-03-24,49470.79,49948.57,49280.52,49882.25,34415775
2025-03-25,49415.14,50060.01,49350.34,49896.04,39877521
2025-03-26,48760.62,49287.18,48738.76,49248.52,10280661
2025-03-27,48787.46,49177.43,48518.96,48682.58,2546704
2025-03-28,47581.67,47641.1,47391.83,47566.95,4203714
2025-03-29,47075.02,47085.3,46749.15,47070.97,36904516
2025-03-30,47124.22,47740.99,46996.03,47620.53,29996314
2025-03-31,47833.77,47954.72,47785.34,47906.71,44633741
2025-04-01,48899.74,48968.37,48290.63,48396.95,40963892
2025-04-02,47947.6,48230.71,47497.01,47603.39,31593807
2025-04-03,48432.32,48464.1,48343.87,48445.76,5372751
2025-04-04,48573.27,48917.51,48265.69,48655.75,10976009
2025-04-05,48970.03,49202.65,48803.05,49198.69,30081227
2025-04-06,49488.91,49602.47,49052.46,49402.91,17275718
2025-04-07,50488.47,50855.79,50425.56,50439.86,2695084
2025-04-08,50811.92,51091.5,50788.95,50933.26,3173198
2025-04-09,50285.13,50650.14,50282.57,50332.54,37962081
2025-04-10,51181.79,51391.3,50459.97,50888.28,27108454
2025-04-11,51572.89,51799.38,51425.63,51609.67,36188296
2025-04-12,51725.91,51818.81,51717.13,51736.53,19759759
2025-04-13,51925.24,52259.63,51764.44,52195.96,38364619
2025-04-14,52920.77,52994.47,52558.9,52692.89,46177252
2025-04-15,52284.52,52309.45,51963.28,52026.38,18327472
2025-04-16,52300.64,52556.72,51930.17,52130.38,12254675
2025-04-17,52071.1,52141.57,51843.69,51863.77,44806943
2025-04-18,52420.12,52777.15,52192.86,52244.73,32738156
2025-04-19,53355.77,53583.19,52874.04,53065.87,9978675
2025-04-20,52844.73,53259.98,52723.99,52940.97,18384211
2025-04-21,52668.67,53217.16,52559.6,53135.97,7264941
2025-04-22,54198.09,54222.88,54096.86,54131.57,23107687
2025-04-23,54079.35,54099.25,53857.71,53894.17,48613183
2025-04-24,54443.02,54646.64,54364.36,54425.24,11044495
2025-04-25,54530.88,54537.31,54212.12,54449.83,43597703
2025-04-26,54527.55,54714.94,54141.33,54241.92,31406736
2025-04-27,54316.02,54402.63,54186.23,54213.21,1988949
2025-04-28,54111.27,54165.45,53995.84,54109.86,36263942
2025-04-29,53444.04,53602.78,53359.74,53455.78,16699040
2025-04-30,53905.59,54085.04,53566.03,53686.21,2155667
2025-05-01,53302.74,53307.08,53100.21,53225.47,42134922
2025-05-02,53101.84,53277.75,52719.27,52759.47,37614119
2025-05-03,52997.35,53197.09,52871.31,53085.38,21282773
2025-05-04,53325.17,53528.98,53254.88,53437.84,22881107
2025-05-05,53433.31,53787.95,53249.02,53719.36,14120794
2025-05-06,53546.93,54126.39,53537.28,53952.38,26046047
2025-05-07,53424.64,53511.56,53242.36,53403.29,30466699
2025-05-08,53302.63,53604.76,53186.1,53242.62,22304552
2025-05-09,52719.13,53335.79,52702.46,53264.69,22972093
2025-05-10,53580.83,53600.14,53513.82,53573.11,27041077
2025-05-11,53420.48,53472.01,53256.24,53401.39,2508155
2025-05-12,53883.27,54056.95,53502.06,53647.02,5085028
2025-05-13,52639.01,52714.68,52532.05,52593.97,32946016
2025-05-14,53044.41,53115.69,52703.92,52797.61,4561942
2025-05-15,52752.09,52891.83,52274.0,52470.57,31259062
2025-05-16,52910.93,53040.43,52488.8,52661.91,28805975
2025-05-17,52679.28,52995.87,52583.02,52829.26,13452018
2025-05-18,53461.74,53645.42,53254.37,53350.92,15083347
2025-05-19,53504.97,53597.15,53132.76,53277.84,2397248
2025-05-20,53764.5,53960.62,53717.44,53864.67,4499358
2025-05-21,53807.81,54152.58,53705.25,54008.46,17758875
2025-05-22,53997.58,54015.0,53699.44,53891.46,40700468
2025-05-23,54151.24,54494.93,53896.0,54342.72,17019766
2025-05-24,55083.94,55117.96,54582.89,54625.39,8166536
2025-05-25,55015.94,55114.35,54905.72,54973.43,47419809
2025-05-26,55080.42,55238.37,54835.54,55224.72,14190028
2025-05-27,54864.66,54942.82,54659.89,54933.63,1195134
2025-05-28,54153.16,54334.56,54127.95,54263.47,20311542
2025-05-29,54446.4,54549.94,53915.24,54113.96,34178026
2025-05-30,53740.29,53815.99,53464.37,53662.67,28052123
2025-05-31,53023.41,53166.56,52991.27,53153.03,16704741
2025-06-01,52428.84,53258.41,52406.4,53071.93,32958514
2025-06-02,53076.42,53192.57,52684.12,52902.36,21161506
2025-06-03,52737.19,52746.31,52621.95,52660.09,21308204
2025-06-04,53668.54,53973.51,53286.96,53405.43,7505054
2025-06-05,53206.57,53313.91,52761.34,52961.57,21348630
2025-06-06,52853.01,53074.01,52433.35,52730.51,5205830
2025-06-07,52911.4,53007.92,52631.61,52651.46,20967017
2025-06-08,52578.1,52608.45,52191.65,52530.94,35665256
2025-06-09,52209.88,52658.37,52138.74,52554.53,33035411
2025-06-10,52874.27,52925.78,52672.84,52860.59,48569693
2025-06-11,52460.39,52770.16,52445.72,52757.72,23741985
2025-06-12,52505.98,52707.4,52498.54,52632.98,27588174
2025-06-13,52781.71,52903.76,52623.97,52819.45,33468115
2025-06-14,52784.18,53214.25,52651.66,52986.01,45901164
2025-06-15,53045.52,53277.2,52958.44,53261.8,15172149
2025-06-16,52852.09,53042.78,52681.46,52736.92,45580768
2025-06-17,52740.04,52803.18,52642.97,52657.74,38217337
2025-06-18,52814.35,52914.83,52567.45,52754.71,37358530
2025-06-19,53626.17,53767.38,53018.41,53085.83,39745524
2025-06-20,53444.49,53616.77,53394.86,53576.08,8788212
2025-06-21,53356.59,53484.87,53245.49,53294.63,46965050
2025-06-22,53722.57,53903.58,53289.0,53828.18,45285328
2025-06-23,53377.07,53586.36,53359.48,53371.46,30645429
2025-06-24,53333.95,53714.8,53324.87,53627.18,44186390
2025-06-25,53056.42,53494.76,52979.67,53374.8,6052810
2025-06-26,53506.76,53629.54,53360.9,53563.62,42864973
2025-06-27,53457.85,53551.68,53420.27,53455.55,7539918
2025-06-28,53033.91,53154.7,53013.36,53128.26,28605930
2025-06-29,52711.14,52917.0,52638.16,52745.3,24970439
2025-06-30,52559.31,52749.92,52518.31,52557.59,48550518
2025-07-01,52967.42,53017.7,52736.6,52955.57,27109993
2025-07-02,53416.93,53560.09,53170.93,53249.5,17724551
2025-07-03,52971.31,53042.28,52781.53,52991.75,23214383
2025-07-04,52476.79,52561.91,52262.08,52547.5,34650236
2025-07-05,52888.14,53076.7,52844.64,53022.07,28256691
2025-07-06,52747.21,52916.07,52627.56,52874.48,10292485
2025-07-07,53308.31,53450.66,53277.63,53370.71,41102863
2025-07-08,52144.52,52247.43,51821.75,51937.1,48954048
2025-07-09,52213.02,52417.93,52117.57,52263.39,37628413
2025-07-10,52328.32,52337.22,52191.7,52256.56,43669556
2025-07-11,52317.48,52555.62,51964.96,52198.33,20002510
2025-07-12,51182.34,51541.79,50879.19,51444.42,7243183
2025-07-13,52163.91,52312.94,51774.23,51864.52,43548386
2025-07-14,51942.63,52020.29,51842.92,51976.19,33301722
2025-07-15,52542.93,52861.05,52443.08,52481.91,45177262
2025-07-16,51604.34,52349.61,51527.27,52236.79,41923437
2025-07-17,52181.51,52517.25,52017.22,52360.49,9986283
2025-07-18,52913.81,52965.58,52694.53,52818.87,16518940
2025-07-19,53413.82,53607.63,52782.06,53099.65,12583748
2025-07-20,51878.96,52290.15,51498.69,52049.92,19300969
2025-07-21,50834.4,51077.85,50770.05,51072.79,23291568
2025-07-22,51071.24,51247.94,50884.36,51015.42,32560759
2025-07-23,51917.68,51921.18,51344.71,51583.82,34054062
2025-07-24,51711.76,51724.97,51378.16,51446.59,32697934
2025-07-25,52085.65,52316.26,52014.12,52232.13,3359604
2025-07-26,52009.67,52573.58,51963.4,52286.03,43453230
2025-07-27,51737.99,52135.43,51710.12,51870.59,30085815
2025-07-28,52728.02,52817.25,52466.51,52499.87,2429978
2025-07-29,52166.86,52377.98,51892.45,52294.96,3727197
2025-07-30,52088.21,52482.82,51776.19,52324.22,7008157
2025-07-31,51920.44,52066.09,51852.27,52043.75,18201257
2025-08-01,52043.33,52122.45,51799.96,51938.15,45363482
2025-08-02,51835.83,52056.11,51695.11,51891.89,20674359
2025-08-03,52174.75,52394.95,51962.66,52237.94,15771142
2025-08-04,52496.37,52600.02,52091.71,52258.77,1888439
2025-08-05,51708.62,52304.2,51560.84,52069.88,46175881
2025-08-06,52134.88,52221.36,51764.09,51993.66,29102443
2025-08-07,51870.44,52223.93,51790.97,51971.72,31210817
2025-08-08,51721.25,51749.25,51465.66,51649.97,7908698
2025-08-09,51890.16,52019.43,51640.81,51977.76,19393693
2025-08-10,52080.33,52225.26,51908.53,52107.72,16589759
2025-08-11,52140.47,52262.74,51849.03,52065.81,42424438
2025-08-12,52615.79,52757.49,52562.36,52744.26,21046635
2025-08-13,52433.37,52451.71,51917.78,52258.96,8206826
2025-08-14,52785.63,52863.63,52355.97,52383.11,28889771
2025-08-15,52587.81,52701.58,52462.36,52542.6,19170320
2025-08-16,53152.59,53304.15,53093.77,53247.23,25163107
2025-08-17,53314.31,53884.44,53141.88,53593.97,40257440
2025-08-18,53202.47,53403.99,53148.58,53337.58,30514966
2025-08-19,53738.84,53839.32,53624.31,53786.82,31385058
2025-08-20,54332.56,54463.18,53910.95,54217.25,1512882
2025-08-21,53987.53,54037.13,53697.3,53719.85,23017990
2025-08-22,54498.94,54568.06,54113.49,54343.55,9906411
2025-08-23,53971.15,54585.34,53815.88,54340.62,12333443
2025-08-24,54124.91,54401.9,54118.66,54309.53,7831740
2025-08-25,53437.51,53588.48,53254.54,53545.86,33083719
2025-08-26,53041.17,53538.56,52967.53,53399.5,5663531
2025-08-27,53040.66,53307.66,52989.39,53128.56,11797437
2025-08-28,53972.58,54160.53,53733.55,54106.76,1025450
2025-08-29,53822.54,53844.51,53730.69,53828.5,27204852
2025-08-30,54250.63,54331.49,54008.81,54164.6,37765810
2025-08-31,53992.11,54246.31,53925.42,54127.31,5610499
2025-09-01,54187.98,54247.86,54154.97,54199.6,41548997
2025-09-02,53841.61,54048.76,53714.08,54013.95,22669217
2025-09-03,54577.58,54733.48,54217.84,54375.36,6052460
2025-09-04,53873.97,53964.82,53497.92,53622.64,41961913
2025-09-05,53416.85,53440.7,53327.39,53417.81,42755583
2025-09-06,52571.19,52791.29,52517.05,52545.08,21558631
2025-09-07,53182.82,53355.33,52827.42,52959.93,13657772
2025-09-08,52841.77,52858.29,52721.2,52739.43,49936983
2025-09-09,52014.9,52172.4,51655.87,51892.45,43424239
2025-09-10,52319.08,52460.44,52064.91,52150.57,21903611
2025-09-11,52271.55,52389.16,52102.81,52122.93,43650567
2025-09-12,51912.6,51977.05,51641.66,51649.39,20150926
2025-09-13,51762.41,51854.34,51476.61,51549.26,28309924
2025-09-14,50948.96,50979.41,50712.68,50807.17,48640101
2025-09-15,50277.15,50590.94,50245.21,50497.23,23875540
2025-09-16,50850.28,51191.42,50497.92,50548.03,27155823
2025-09-17,50203.72,50443.21,50083.47,50405.28,6659210
2025-09-18,50779.48,51006.14,50426.97,50741.71,38114242
2025-09-19,50563.86,50626.45,50520.78,50581.55,27437965
2025-09-20,50548.25,50652.59,50460.1,50520.21,16932404
2025-09-21,51102.6,51118.03,50975.69,51071.83,42151646
2025-09-22,51230.63,51452.51,50973.12,51412.3,42503149
2025-09-23,50571.71,51166.13,50497.88,50989.33,39084626
2025-09-24,51057.8,51134.98,50978.26,51051.66,42186911
2025-09-25,51279.27,51329.01,50625.53,50747.84,2423314
2025-09-26,50420.99,50722.75,50346.2,50656.01,3350511
2025-09-27,50332.11,50621.03,50127.85,50437.01,42752293
2025-09-28,50146.33,50188.4,49673.86,49746.63,31593928
2025-09-29,48784.07,49191.62,48556.9,49022.86,46747502
2025-09-30,49093.54,49284.74,48697.11,48872.13,22276903
2025-10-01,49342.54,49484.31,48774.79,48951.26,14387230
2025-10-02,49514.01,49661.19,48826.5,48890.81,22821785
2025-10-03,48424.67,48541.68,48043.77,48204.9,8591623
2025-10-04,48817.22,48960.14,48740.6,48936.18,26812450
2025-10-05,49235.24,49558.59,48989.51,49076.27,22937326
2025-10-06,48823.02,49071.39,48575.28,49019.44,31790252
2025-10-07,48802.56,48838.69,48312.24,48518.11,27492477
2025-10-08,48732.37,49238.56,48609.74,48884.35,4802365
2025-10-09,49228.33,49430.98,48850.57,48859.29,25964855
2025-10-10,49184.12,49534.06,48985.2,49251.41,17517515
2025-10-11,48672.28,48827.64,48514.04,48789.56,28638665
2025-10-12,48627.44,48693.19,48620.14,48667.4,30054263
2025-10-13,47948.02,48024.84,47800.26,47931.13,46042972
2025-10-14,47899.36,48516.73,47894.8,48221.8,7301040
2025-10-15,47944.61,48012.47,47763.57,47812.04,2812794
2025-10-16,46963.22,47138.8,46924.86,46947.45,7495503
2025-10-17,46333.48,46452.28,45980.68,46421.85,22408708
2025-10-18,45880.6,46032.22,45705.44,45938.97,12900272
2025-10-19,45693.91,45832.72,45621.36,45776.89,4912926
2025-10-20,45674.7,45919.48,45481.98,45742.7,32387242
2025-10-21,46095.57,46151.14,45798.37,45821.6,16455638
2025-10-22,45663.53,45911.75,45532.07,45722.36,31322743
2025-10-23,46275.69,46387.04,46132.41,46168.7,1478932
2025-10-24,45889.9,46081.25,45850.7,45877.0,36490788
2025-10-25,45538.96,45599.64,45321.39,45392.06,10219766
2025-10-26,45391.0,45394.53,45067.97,45091.42,28144735
